Timestamp,total-bitcoins
2020-09-02 11:01:40,18477637.5
2020-09-02 18:07:35,18477856.25
2020-09-02 22:59:07,18478075
2020-09-03 06:01:56,18478293.75
2020-09-03 11:52:59,18478512.5
2020-09-03 19:03:57,18478731.25
2020-09-04 00:40:44,18478950
2020-09-04 07:15:45,18479168.75
2020-09-04 11:57:06,18479393.75
2020-09-04 18:34:29,18479612.5
2020-09-05 01:52:29,18479831.25
2020-09-05 09:00:31,18480050
2020-09-05 13:28:38,18480268.75
2020-09-05 19:53:31,18480493.75
2020-09-06 02:00:27,18480712.5
2020-09-06 07:59:19,18480931.25
2020-09-06 12:09:42,18481150
2020-09-06 17:12:05,18481368.75
2020-09-07 00:02:59,18481593.75
2020-09-07 06:47:00,18481812.5
2020-09-07 11:21:10,18482037.5
2020-09-07 15:29:12,18482256.25
2020-09-07 19:31:17,18482475
2020-09-08 00:21:38,18482693.75
2020-09-08 06:20:39,18482912.5
2020-09-08 12:14:14,18483131.25
2020-09-08 16:42:39,18483350
2020-09-08 21:48:12,18483568.75
2020-09-09 03:10:12,18483787.5
2020-09-09 08:21:34,18484006.25
2020-09-09 13:05:47,18484225
2020-09-09 19:33:46,18484443.75
2020-09-10 03:14:23,18484662.5
2020-09-10 08:39:03,18484881.25
2020-09-10 14:59:04,18485100
2020-09-10 18:33:26,18485318.75
2020-09-10 22:47:44,18485537.5
2020-09-11 07:14:02,18485762.5
2020-09-11 12:11:58,18485981.25
2020-09-11 17:08:27,18486200
2020-09-11 23:47:53,18486418.75
2020-09-12 04:42:31,18486637.5
2020-09-12 09:45:16,18486862.5
2020-09-12 15:05:35,18487081.25
2020-09-12 19:24:00,18487300
2020-09-13 00:40:54,18487518.75
2020-09-13 04:17:05,18487737.5
2020-09-13 09:33:16,18487956.25
2020-09-13 15:16:57,18488175
2020-09-13 19:53:14,18488393.75
2020-09-14 01:30:24,18488612.5
2020-09-14 06:37:07,18488831.25
2020-09-14 11:48:54,18489050
2020-09-14 16:14:52,18489268.75
2020-09-14 20:52:14,18489493.75
2020-09-15 02:11:11,18489712.5
2020-09-15 09:04:18,18489931.25
2020-09-15 14:37:22,18490150
2020-09-15 19:22:38,18490368.75
2020-09-16 00:25:06,18490587.5
2020-09-16 05:25:18,18490806.25
2020-09-16 10:57:02,18491025
2020-09-16 15:40:57,18491243.75
2020-09-16 21:45:15,18491462.5
2020-09-17 03:12:10,18491681.25
2020-09-17 07:28:19,18491900
2020-09-17 12:23:04,18492118.75
2020-09-17 16:25:34,18492337.5
2020-09-17 21:22:18,18492556.25
2020-09-18 02:57:57,18492775
2020-09-18 07:14:25,18492993.75
2020-09-18 11:27:17,18493212.5
2020-09-18 17:41:17,18493431.25
2020-09-18 23:30:55,18493650
2020-09-19 05:23:13,18493868.75
2020-09-19 09:48:36,18494087.5
2020-09-19 15:33:13,18494306.25
2020-09-19 21:57:18,18494525
2020-09-20 03:42:44,18494743.75
2020-09-20 09:17:56,18494962.5
2020-09-20 16:21:22,18495181.25
2020-09-20 21:26:58,18495400
2020-09-21 02:54:19,18495618.75
2020-09-21 07:22:56,18495837.5
2020-09-21 12:13:21,18496056.25
2020-09-21 19:49:05,18496275
2020-09-22 02:21:28,18496493.75
2020-09-22 08:20:47,18496712.5
2020-09-22 15:07:39,18496931.25
2020-09-22 21:53:25,18497150
2020-09-23 03:36:06,18497368.75
2020-09-23 11:31:42,18497587.5
2020-09-23 17:55:23,18497806.25
2020-09-23 22:29:57,18498025
2020-09-24 04:28:11,18498243.75
2020-09-24 09:20:42,18498462.5
2020-09-24 15:26:28,18498681.25
2020-09-24 21:44:05,18498906.25
2020-09-25 04:18:42,18499131.25
2020-09-25 08:53:00,18499356.25
2020-09-25 13:30:02,18499575
2020-09-25 18:52:33,18499800
2020-09-25 23:49:44,18500018.75
2020-09-26 06:29:51,18500237.5
2020-09-26 13:04:53,18500456.25
2020-09-26 17:48:37,18500681.25
2020-09-26 22:40:06,18500906.25
2020-09-27 05:38:26,18501125
2020-09-27 10:24:42,18501343.75
2020-09-27 15:42:46,18501568.75
2020-09-27 20:35:12,18501787.5
2020-09-28 03:29:03,18502006.25
2020-09-28 08:11:52,18502225
2020-09-28 14:45:06,18502443.75
2020-09-28 21:43:55,18502662.5
2020-09-29 03:21:33,18502887.5
2020-09-29 10:08:21,18503106.25
2020-09-29 15:30:02,18503325
2020-09-29 22:30:38,18503543.75
2020-09-30 03:53:30,18503762.5
2020-09-30 10:06:53,18503981.25
2020-09-30 14:22:21,18504200
2020-09-30 21:17:20,18504418.75
2020-10-01 01:09:26,18504637.5
2020-10-01 09:04:50,18504856.25
2020-10-01 16:44:43,18505075
2020-10-01 22:38:05,18505293.75
2020-10-02 04:24:12,18505512.5
2020-10-02 12:08:28,18505731.25
2020-10-02 17:10:20,18505950
2020-10-02 22:36:17,18506168.75
2020-10-03 03:36:10,18506387.5
2020-10-03 08:31:16,18506606.25
2020-10-03 15:24:56,18506831.25
2020-10-03 20:35:12,18507050
2020-10-04 01:46:01,18507268.75
2020-10-04 08:09:42,18507487.5
2020-10-04 13:19:23,18507706.25
2020-10-04 19:05:45,18507925
2020-10-05 00:39:32,18508143.75
2020-10-05 06:17:45,18508362.5
2020-10-05 11:32:51,18508587.5
2020-10-05 19:36:51,18508806.25
2020-10-06 00:26:25,18509031.25
2020-10-06 05:55:34,18509250
2020-10-06 11:51:43,18509475
2020-10-06 18:48:02,18509693.75
2020-10-07 02:50:05,18509912.5
2020-10-07 08:17:42,18510131.25
2020-10-07 12:38:47,18510350
2020-10-07 17:34:32,18510568.75
2020-10-08 00:11:16,18510787.5
2020-10-08 05:40:27,18511006.25
2020-10-08 09:07:45,18511225
2020-10-08 14:41:46,18511450
2020-10-08 20:58:28,18511668.75
2020-10-09 02:36:58,18511887.5
2020-10-09 08:56:22,18512106.25
2020-10-09 16:01:07,18512325
2020-10-09 21:53:00,18512543.75
2020-10-10 02:24:01,18512762.5
2020-10-10 09:06:48,18512987.5
2020-10-10 14:53:01,18513206.25
2020-10-10 21:00:37,18513425
2020-10-11 01:58:00,18513643.75
2020-10-11 08:09:25,18513868.75
2020-10-11 14:01:39,18514087.5
2020-10-11 21:08:51,18514306.25
2020-10-12 02:13:22,18514525
2020-10-12 07:44:22,18514743.75
2020-10-12 13:50:06,18514962.5
2020-10-12 19:20:54,18515181.25
2020-10-13 00:42:58,18515400
2020-10-13 06:40:06,18515625
2020-10-13 12:29:14,18515843.75
2020-10-13 16:47:59,18516062.5
2020-10-13 21:10:56,18516281.25
2020-10-14 01:47:57,18516500
2020-10-14 07:19:58,18516718.75
2020-10-14 13:50:07,18516937.5
2020-10-14 19:03:49,18517162.5
2020-10-15 01:22:00,18517381.25
2020-10-15 07:06:19,18517600
2020-10-15 13:43:20,18517818.75
2020-10-15 18:20:55,18518043.75
2020-10-15 23:29:55,18518262.5
2020-10-16 04:53:33,18518481.25
2020-10-16 10:56:24,18518700
2020-10-16 15:41:44,18518918.75
2020-10-16 21:38:00,18519137.5
2020-10-17 02:25:26,18519356.25
2020-10-17 06:50:45,18519581.25
2020-10-17 12:24:39,18519800
2020-10-17 19:25:22,18520018.75
2020-10-18 00:47:11,18520237.5
2020-10-18 05:20:06,18520456.25
2020-10-18 14:06:59,18520675
2020-10-18 20:29:43,18520893.75
2020-10-19 04:21:37,18521118.75
2020-10-19 11:17:21,18521337.5
2020-10-19 18:22:23,18521556.25
2020-10-20 00:15:03,18521775
2020-10-20 03:50:09,18521993.75
2020-10-20 09:03:32,18522212.5
2020-10-20 16:42:36,18522431.25
2020-10-20 23:56:14,18522656.25
2020-10-21 06:10:43,18522875
2020-10-21 11:11:30,18523093.75
2020-10-21 18:48:53,18523312.5
2020-10-22 01:16:29,18523531.25
2020-10-22 07:25:40,18523756.25
2020-10-22 13:58:56,18523981.25
2020-10-22 19:26:07,18524200
2020-10-23 03:50:23,18524418.75
2020-10-23 09:58:31,18524643.75
2020-10-23 16:30:19,18524862.5
2020-10-23 22:22:09,18525081.25
2020-10-24 03:53:28,18525306.25
2020-10-24 08:46:46,18525525
2020-10-24 13:58:09,18525743.75
2020-10-24 20:27:07,18525962.5
2020-10-25 02:48:17,18526181.25
2020-10-25 09:54:52,18526400
2020-10-25 17:11:38,18526618.75
2020-10-26 00:05:35,18526837.5
2020-10-26 05:55:30,18527056.25
2020-10-26 15:18:02,18527275
2020-10-26 23:26:23,18527493.75
2020-10-27 09:11:13,18527712.5
2020-10-27 16:58:20,18527931.25
2020-10-28 00:52:21,18528150
2020-10-28 09:22:04,18528368.75
2020-10-28 18:44:10,18528587.5
2020-10-29 00:40:23,18528806.25
2020-10-29 06:54:02,18529025
2020-10-29 17:36:26,18529243.75
2020-10-30 01:26:36,18529462.5
2020-10-30 08:21:14,18529681.25
2020-10-30 13:47:49,18529900
2020-10-30 23:27:12,18530118.75
2020-10-31 08:50:39,18530337.5
2020-10-31 14:52:13,18530556.25
2020-10-31 23:02:58,18530775
2020-11-01 04:50:59,18530993.75
2020-11-01 11:35:29,18531212.5
2020-11-01 18:37:08,18531431.25
2020-11-02 01:43:51,18531656.25
2020-11-02 10:09:57,18531875
2020-11-02 18:21:41,18532093.75
2020-11-03 03:58:23,18532312.5
2020-11-03 08:42:45,18532531.25
2020-11-03 14:51:13,18532750
2020-11-03 20:29:13,18532968.75
2020-11-04 02:32:14,18533187.5
2020-11-04 06:35:42,18533406.25
2020-11-04 12:55:26,18533625
2020-11-04 18:29:42,18533843.75
2020-11-04 23:20:53,18534062.5
2020-11-05 05:27:19,18534281.25
2020-11-05 11:24:05,18534500
2020-11-05 17:48:16,18534750
2020-11-05 23:15:27,18534968.75
2020-11-06 04:23:04,18535187.5
2020-11-06 10:28:55,18535406.25
2020-11-06 15:31:56,18535625
2020-11-06 21:51:31,18535850
2020-11-07 02:29:57,18536068.75
2020-11-07 09:09:54,18536287.5
2020-11-07 14:33:59,18536506.25
2020-11-07 19:49:57,18536725
2020-11-08 01:22:00,18536943.75
2020-11-08 08:07:57,18537162.5
2020-11-08 13:30:24,18537381.25
2020-11-08 20:17:44,18537612.5
2020-11-09 01:45:34,18537831.25
2020-11-09 06:35:26,18538050
2020-11-09 11:35:01,18538275
2020-11-09 15:46:12,18538493.75
2020-11-09 20:15:35,18538712.5
2020-11-10 00:31:27,18538931.25
2020-11-10 06:15:05,18539150
2020-11-10 13:08:10,18539368.75
2020-11-10 19:02:55,18539587.5
2020-11-11 00:05:52,18539806.25
2020-11-11 07:05:34,18540025
2020-11-11 12:48:10,18540243.75
2020-11-11 18:22:47,18540462.5
2020-11-11 22:49:35,18540681.25
2020-11-12 05:18:51,18540900
2020-11-12 11:43:29,18541125
2020-11-12 16:11:55,18541343.75
2020-11-12 21:22:53,18541562.5
2020-11-13 01:48:36,18541781.25
2020-11-13 08:00:21,18542000
2020-11-13 13:32:17,18542218.75
2020-11-13 19:32:27,18542443.75
2020-11-14 01:56:00,18542662.5
2020-11-14 07:22:50,18542887.5
2020-11-14 12:59:23,18543106.25
2020-11-14 19:44:47,18543331.25
2020-11-15 02:14:18,18543550
2020-11-15 07:33:29,18543768.75
2020-11-15 12:57:27,18543987.5
2020-11-15 19:26:06,18544206.25
2020-11-16 00:18:07,18544425
2020-11-16 04:50:53,18544643.75
2020-11-16 10:14:20,18544862.5
2020-11-16 16:06:44,18545081.25
2020-11-16 20:15:28,18545300
2020-11-17 01:07:28,18545518.75
2020-11-17 08:05:06,18545737.5
2020-11-17 13:01:52,18545956.25
2020-11-17 18:51:57,18546175
2020-11-17 23:45:30,18546393.75
2020-11-18 05:26:49,18546612.5
2020-11-18 10:15:11,18546831.25
2020-11-18 14:03:04,18547056.25
2020-11-18 19:04:34,18547275
2020-11-19 02:12:08,18547500
2020-11-19 09:45:30,18547718.75
2020-11-19 14:52:28,18547937.5
2020-11-19 20:39:12,18548156.25
2020-11-20 01:23:37,18548375
2020-11-20 05:50:27,18548593.75
2020-11-20 11:22:57,18548812.5
2020-11-20 16:05:28,18549031.25
2020-11-20 21:33:01,18549250
2020-11-21 02:03:57,18549468.75
2020-11-21 07:34:26,18549687.5
2020-11-21 12:55:43,18549906.25
2020-11-21 17:05:19,18550125
2020-11-21 22:22:11,18550343.75
2020-11-22 03:38:02,18550568.75
2020-11-22 07:40:01,18550787.5
2020-11-22 11:39:09,18551006.25
2020-11-22 17:14:35,18551225
2020-11-22 21:47:15,18551443.75
2020-11-23 03:40:34,18551662.5
2020-11-23 09:41:59,18551881.25
2020-11-23 14:58:11,18552100
2020-11-23 20:00:29,18552318.75
2020-11-24 04:12:01,18552537.5
2020-11-24 10:02:01,18552756.25
2020-11-24 16:12:23,18552975
2020-11-24 22:04:26,18553193.75
2020-11-25 03:24:39,18553412.5
2020-11-25 09:42:28,18553631.25
2020-11-25 14:34:42,18553850
2020-11-25 19:52:56,18554068.75
